order_index,repeat,task,variant,mode,status,task_success,input_tokens,cached_input_tokens,output_tokens,wall_clock_ms,diff_lines,unrelated_edit_count,protocol_hash
185,4,t13-apply-tiered-discount,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
186,4,t05-parse-pagination-query,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
187,4,t05-parse-pagination-query,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
188,4,t03-allocate-inventory-fifo,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
189,4,t16-create-ttl-cache,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
190,4,t19-validate-customer-update,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
191,4,t12-aggregate-order-lines,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
192,4,t03-allocate-inventory-fifo,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
193,4,t09-resolve-feature-flags,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
194,4,t19-validate-customer-update,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
195,4,t11-overlap-date-ranges,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
196,4,t04-match-payments-to-invoices,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
197,4,t02-calculate-invoice-totals,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
198,4,t05-parse-pagination-query,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
199,4,t15-plan-upload-chunks,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
200,4,t01-normalize-csv-headers,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
201,4,t06-redact-sensitive-fields,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
202,4,t17-map-with-concurrency-limit,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
203,4,t20-calculate-reorder-recommendation,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
204,4,t10-resolve-permissions,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
205,4,t02-calculate-invoice-totals,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
206,4,t02-calculate-invoice-totals,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
207,4,t18-select-localized-value,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
208,4,t18-select-localized-value,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
209,4,t03-allocate-inventory-fifo,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
210,4,t20-calculate-reorder-recommendation,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
211,4,t13-apply-tiered-discount,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
212,4,t01-normalize-csv-headers,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
213,4,t10-resolve-permissions,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
214,4,t12-aggregate-order-lines,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
215,4,t10-resolve-permissions,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
216,4,t17-map-with-concurrency-limit,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
217,4,t06-redact-sensitive-fields,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
218,4,t09-resolve-feature-flags,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
219,4,t17-map-with-concurrency-limit,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
220,4,t14-canonicalize-headers,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
221,4,t01-normalize-csv-headers,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
222,4,t08-build-query-string,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
223,4,t19-validate-customer-update,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
224,4,t20-calculate-reorder-recommendation,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
225,4,t09-resolve-feature-flags,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
226,4,t11-overlap-date-ranges,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
227,4,t04-match-payments-to-invoices,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
228,4,t15-plan-upload-chunks,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
229,4,t12-aggregate-order-lines,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
230,4,t16-create-ttl-cache,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
231,4,t14-canonicalize-headers,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
232,4,t07-dedupe-events,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
233,4,t14-canonicalize-headers,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
234,4,t07-dedupe-events,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
235,4,t04-match-payments-to-invoices,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
236,4,t18-select-localized-value,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
237,4,t11-overlap-date-ranges,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
238,4,t07-dedupe-events,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
239,4,t16-create-ttl-cache,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
240,4,t08-build-query-string,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
241,5,t16-create-ttl-cache,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
242,5,t19-validate-customer-update,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
243,5,t09-resolve-feature-flags,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
244,5,t12-aggregate-order-lines,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
245,5,t10-resolve-permissions,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
246,5,t18-select-localized-value,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
247,5,t03-allocate-inventory-fifo,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
248,5,t03-allocate-inventory-fifo,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
249,5,t04-match-payments-to-invoices,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
250,5,t17-map-with-concurrency-limit,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
251,5,t02-calculate-invoice-totals,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
252,5,t05-parse-pagination-query,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
253,5,t10-resolve-permissions,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
254,5,t07-dedupe-events,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
255,5,t15-plan-upload-chunks,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
256,5,t11-overlap-date-ranges,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
257,5,t07-dedupe-events,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
258,5,t09-resolve-feature-flags,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
259,5,t14-canonicalize-headers,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
260,5,t06-redact-sensitive-fields,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
261,5,t02-calculate-invoice-totals,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
262,5,t08-build-query-string,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
263,5,t04-match-payments-to-invoices,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
264,5,t09-resolve-feature-flags,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
265,5,t17-map-with-concurrency-limit,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
266,5,t08-build-query-string,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
267,5,t07-dedupe-events,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
268,5,t05-parse-pagination-query,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
269,5,t16-create-ttl-cache,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
270,5,t17-map-with-concurrency-limit,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
271,5,t14-canonicalize-headers,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
272,5,t18-select-localized-value,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
273,5,t01-normalize-csv-headers,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
274,5,t13-apply-tiered-discount,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
275,5,t14-canonicalize-headers,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
276,5,t18-select-localized-value,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
277,5,t15-plan-upload-chunks,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
278,5,t08-build-query-string,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
279,5,t06-redact-sensitive-fields,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
280,5,t12-aggregate-order-lines,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
281,5,t01-normalize-csv-headers,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
282,5,t15-plan-upload-chunks,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
283,5,t03-allocate-inventory-fifo,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
284,5,t19-validate-customer-update,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
285,5,t19-validate-customer-update,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
286,5,t16-create-ttl-cache,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
287,5,t20-calculate-reorder-recommendation,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
288,5,t13-apply-tiered-discount,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
289,5,t10-resolve-permissions,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
290,5,t11-overlap-date-ranges,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
291,5,t04-match-payments-to-invoices,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
292,5,t13-apply-tiered-discount,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
293,5,t12-aggregate-order-lines,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
294,5,t02-calculate-invoice-totals,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
295,5,t20-calculate-reorder-recommendation,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
296,5,t06-redact-sensitive-fields,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
297,5,t11-overlap-date-ranges,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
298,5,t01-normalize-csv-headers,B,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
299,5,t20-calculate-reorder-recommendation,C,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
300,5,t05-parse-pagination-query,A,formal,PENDING,,,,,,,,16c0d5f58a941564bed45fa212797c2dafc906d0813b670874a7291ccb40c5ef
